"test"," time-1 "," time-2 "," time-3 ","range"
"Tests/Unit/neg/pargs1.hs"," 0.6422"," 0.6344"," 0.6294","0"
"Tests/Unit/neg/partial.hs"," 0.7153"," 0.6678"," 0.6610","0"
"Tests/Unit/neg/poly0.hs"," 0.8437"," 0.8317"," 0.8259","0"
"Tests/Unit/neg/poly1.hs"," 0.7796"," 0.7967"," 0.7805","0"
"Tests/Unit/neg/poly2-degenerate.hs"," 0.7774"," 0.7638"," 0.7598","0"
"Tests/Unit/neg/poly2.hs"," 0.7816"," 0.7719"," 0.7483","0"
"Tests/Unit/neg/polypred.hs"," 0.7197"," 0.7131"," 0.7090","0"
"Tests/Unit/neg/poslist.hs"," 1.2090"," 1.2711"," 1.2325","0"
"Tests/Unit/neg/pragma0-unsafe.hs"," 0.6346"," 0.6239"," 0.6197","0"
"Tests/Unit/neg/pred.hs"," 0.5271"," 0.5178"," 0.5115","0"
"Tests/Unit/neg/prune0.hs"," 0.7312"," 0.7087"," 0.7079","0"
"Tests/Unit/neg/qsloop.hs"," 0.9607"," 0.9784"," 0.9880","0"
"Tests/Unit/neg/range.hs"," 1.4858"," 1.6726"," 1.6592","0"
"Tests/Unit/neg/record0.hs"," 0.6772"," 0.6550"," 0.6574","0"
"Tests/Unit/neg/revshape.hs"," 0.6807"," 0.6715"," 0.6614","0"
"Tests/Unit/neg/risers.hs"," 0.9008"," 0.8948"," 0.8916","0"
"Tests/Unit/neg/stacks.hs"," 1.3588"," 1.3593"," 1.3623","0"
"Tests/Unit/neg/state0.hs"," 0.7029"," 0.7103"," 0.7177","0"
"Tests/Unit/neg/state00.hs"," 0.7576"," 0.7803"," 0.7638","0"
"Tests/Unit/neg/string00.hs"," 0.7261"," 0.7324"," 0.7307","0"
"Tests/Unit/neg/sumPoly.hs"," 0.7259"," 0.6825"," 0.7061","0"
"Tests/Unit/neg/sumk.hs"," 0.6886"," 0.6440"," 0.6296","0"
"Tests/Unit/neg/test00.hs"," 0.7270"," 0.7223"," 0.7075","0"
"Tests/Unit/neg/test00a.hs"," 0.7271"," 0.7219"," 0.7036","0"
"Tests/Unit/neg/test00b.hs"," 0.7384"," 0.7333"," 0.7290","0"
"Tests/Unit/neg/test1.hs"," 0.7311"," 0.7407"," 0.7318","0"
"Tests/Unit/neg/test2.hs"," 0.7367"," 0.7274"," 0.7234","0"
